job_title,company_name,location,hiring_status,date,seniority_level,job_function,employment_type,industry
"
            
        Machine Learning Engineer
      
          ","
            Extend Information Systems Inc.
          ","
            Boston, MA
          ","
         Actively Hiring
      ",2022-12-05 00:00:00,"
            Mid-Senior level
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          IT Services and IT Consulting
          "
Lead Engineer - Backend,InkPaper.ai,India,"
         Actively Hiring
      ",2023-03-22 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Software Development
"
            
        Executive Assistant
      
          ","
            Techary
          ","
            London, England, United Kingdom
          ","
         Actively Hiring
      ",2023-02-16 00:00:00,"
            Associate
          ","
            Administrative
          ","
          Full-time
        ","
          Technology, Information and Internet
          "
"
            
        Stagiaire Designer Web
      
          ","
            NHdesign
          ","
            Vevey, Vaud, Switzerland
          ","
         Actively Hiring
      ",2023-02-21 00:00:00,"
          Internship
        ",,,
Administrative Assistant,Koenig Equipment,"Greensburg, IN",Be an early applicant,2023-03-24 00:00:00,Entry level,Administrative,Full-time,Medical Device
Assistant Superintendent of Human Resources,Elmhurst District 205 Public Schools,"Elmhurst, IL",Be an early applicant,2023-04-08 00:00:00,Entry level,Human Resources,Contract,
"Tech Lead Manager, Machine Learning Engineer, Search Recommendation",TikTok,"San Jose, CA",Actively Hiring,2023-03-28 00:00:00,Not Applicable,"Research, Information Technology, and Engineering",Full-time,Entertainment Providers
HR Assistant,PS,"El Segundo, CA",Actively Hiring,2023-04-06 00:00:00,Director,Human Resources,Full-time,Human Resources Services
Machine Learning Engineer,AIM,"Melbourne, Victoria, Australia",Actively Hiring,2023-02-23 00:00:00,Mid-Senior level,Engineering and Information Technology,Part-time,Internet Publishing
Legal Partner (Inhouse),SquadStack,"Bengaluru, Karnataka, India",Actively Hiring,2023-04-04 00:00:00,Mid-Senior level,Legal,Full-time,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
18_066?????????????????????(???????)<SL>,,"Tokyo, Tokyo, Japan",Be an early applicant,2023-03-02 00:00:00,Not Applicable,Information Technology,Full-time,IT Services and IT Consulting
Senior Motion Designer - Optus Sport,Optus Sport,"Macquarie Park, New South Wales, Australia",Be an early applicant,2023-04-28 00:00:00,Mid-Senior level,Other,Full-time,Staffing and Recruiting
"Fullstack Engineer, Shopify & NodeJs",LUKSO,"Berlin, Berlin, Germany",Actively Hiring,2023-01-13 00:00:00,Mid-Senior level,Other,Contract,"Technology, Information and Internet"
Business Manager,Carrington King,"Yarrawonga, Victoria, Australia",Actively Hiring,2023-04-24 00:00:00,Mid-Senior level,Sales and Advertising,Full-time,Advertising Services
Full Stack Engineer,Katchin Tech,"New Delhi, Delhi, India",Actively Hiring,2023-02-24 00:00:00,Full-time,,,
"
            
        Executive Assistant To Chief Executive Officer
      
          ","
            Jonathan Sanders & Co
          ","
            Soho, England, United Kingdom
          ","
         Be an early applicant
      ",2023-03-12 00:00:00,"
            Associate
          ","
            Administrative
          ","
          Full-time
        ","
          Technology, Information and Internet
          "
"
            
        Solution Architect
      
          ","
            Wipro
          ","
            Gautam Buddha Nagar, Uttar Pradesh, India
          ","
         Be an early applicant
      ",2023-03-28 00:00:00,"
            Not Applicable
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          IT Services and IT Consulting
          "
Full stack Developer,CodersBrain,"Bengaluru North, Karnataka, India",Be an early applicant,2023-01-29 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
Firmware Engineer,W3Global,"Austin, TX",Be an early applicant,2023-03-18 00:00:00,Entry level,Information Technology,Full-time,Software Development
Full Stack Developer (Remote),MonetizeMore,"Bengaluru, Karnataka, India",Be an early applicant,2023-02-14 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Internet Publishing
CoreOS Quality Engineer - Embedded Runtimes,Apple,"Austin, TX",Actively Hiring,2023-04-09 00:00:00,Not Applicable,Quality Assurance,Full-time,Computers and Electronics Manufacturing
"
            
        Director - Digital Transformation & Innovation
      
          ","
            Concentrix
          ","
            Gurugram, Haryana, India
          ","
         Actively Hiring
      ",2023-04-09 00:00:00,"
            Director
          ","
            Other
          ","
          Full-time
        ","
          Business Consulting and Services
          "
"
            
        Personal Assistant
      
          ","
            Santander UK
          ","
            Milton Keynes, England, United Kingdom
          ","
         Be an early applicant
      ",2023-03-16 00:00:00,"
          Full-time
        ",,,
Support Specialist,Lifeline Youth & Family Services,"Fort Wayne, IN",Be an early applicant,2023-03-03 00:00:00,Entry level,Administrative,Full-time,Investment Banking
DeFi Engineer - Rust & Solidity [Remote],Braintrust,"Stuttgart, Baden-W�rttemberg, Germany",Be an early applicant,2023-04-17 00:00:00,Entry level,Engineering and Information Technology,Full-time,"Technology, Information and Internet"
Software Engineer,SENSE Corporation,"Canberra, Australian Capital Territory, Australia",Be an early applicant,2023-04-20 00:00:00,Entry level,Engineering and Information Technology,Full-time,International Trade and Development
Legal Counsel,IBM,"Mumbai, Maharashtra, India",Actively Hiring,2023-04-25 00:00:00,Not Applicable,Legal and Consulting,Full-time,"Industrial Machinery Manufacturing, Food and Beverage Manufacturing, and Machinery Manufacturing"
Advertising Copywriter,Chartr,"London, England, United Kingdom",Actively Hiring,2023-04-05 00:00:00,Associate,Marketing,Full-time,"Technology, Information and Internet"
Firmware Engineer,CyberCoders,"Austin, TX",Be an early applicant,2023-04-14 00:00:00,Mid-Senior level,Information Technology,Full-time,Staffing and Recruiting
Product Manager,Artemis Talent Group Ltd,"London, England, United Kingdom",Be an early applicant,2023-04-20 00:00:00,Mid-Senior level,Product Management,Full-time,"Information Services and Technology, Information and Internet"
"
            
        Staff Machine Learning Engineer
      
          ","
            owl.co
          ","
            New York, United States
          ","
         Be an early applicant
      ",2023-03-20 00:00:00,"
            Not Applicable
          ","
            Engineering
          ","
          Full-time
        ","
          Technology, Information and Internet
          "
"
            
        Junior Data Scientist
      
          ","
            Midwest Tape, LLC
          ","
            Holland, OH
          ","
         Be an early applicant
      ",2023-03-13 00:00:00,,"
            Information Technology and Analyst
          ","
          Full-time
        ","
          Construction and Consumer Services
          "
"
            
        Mechanical Engineer Draftsperson
      
          ","
            The Recruitment Alternative
          ","
            Gold Coast
          ","
         Actively Hiring
      ",2023-03-07 00:00:00,"
            Entry level
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          Human Resources Services
          "
"
            
        Data Analyst (SAS/ Python & SQL)
      
          ","
            Citi
          ","
            Bengaluru, Karnataka, India
          ","
         Actively Hiring
      ",2023-03-16 00:00:00,"
            Entry level
          ","
            Information Technology
          ","
          Full-time
        ",
FT Virtual Assistant (Work From Home),Growth Cave,"New Albany, IN",Be an early applicant,2023-04-08 00:00:00,Entry level,Administrative,Full-time,Research Services
Data Engineer,Booz Allen Hamilton,"Smith, IN",Be an early applicant,2023-04-13 00:00:00,Not Applicable,Information Technology,Full-time,IT Services and IT Consulting
PT Virtual Administrative Assistant - Remote | WFH,Get.It Recruit - Administrative,"Lafayette, IN",Be an early applicant,2023-04-09 00:00:00,Entry level,Administrative,Full-time,Advertising Services
"Vice President, Investor Relations (UK)",Macquarie AirFinance,"London, England, United Kingdom",Be an early applicant,2023-03-06 00:00:00,Executive,Other,Full-time,Entertainment Providers
"
            
        Senior Executive / Assistant Manager - HR BP
      
          ","
            Ecom Express Limited
          ","
            Kolkata, West Bengal, India
          ","
         Actively Hiring
      ",2023-01-17 00:00:00,"
            Mid-Senior level
          ","
            Human Resources
          ","
          Full-time
        ","
          Staffing and Recruiting
          "
"
            
        Business Manager
      
          ","
            Acme Services
          ","
            Bengaluru, Karnataka, India
          ","
         Be an early applicant
      ",2023-01-17 00:00:00,"
            Director
          ","
            Other
          ","
          Full-time
        ","
          Human Resources Services
          "
"
            
        Content Writing/Blogging (Part Time/Freelance) work from home job/internship at Onsite
      
          ","
            Onsite
          ","
            India
          ","
         Be an early applicant
      ",2023-03-01 00:00:00,"
            Internship
          ","
            Marketing and Sales
          ","
          Full-time
        ","
          Technology, Information and Internet, Writing and Editing, and Media Production
          "
